California County,census_tract,hispanic,white,african_american,native_american,asian_american,other,unemployment,poverty,ces_pollution_score,ozone,pesticides,tox_release,asthma,cardiovascular_disease,low_birth_weight
Alameda ,6001443105.0,2.8,17.0,0.4,0.0,76.8,3.1,7.2,9.2,12.4,0.035,0.0,131.4899095,20.59,6.4,5.41
Los Angeles,6037300701.0,9.4,76.7,0.5,0.0,10.2,3.1,3.8,13.1,12.4,0.053,0.0,1404.265216,14.67,5.46,4.97
Ventura ,6111007513.0,11.2,81.9,0.8,0.4,3.2,2.4,6.0,15.0,12.4,0.053,0.0,42.65116579,41.29,11.0,5.56
Calaveras ,6009000501.0,6.2,90.1,0.3,0.3,0.9,2.1,11.5,36.3,12.39,0.055,0.01,0.8861126340000001,28.29,8.95,5.56
San Diego,6073017304.0,27.3,66.8,0.4,0.2,3.4,1.9,7.1,25.8,12.39,0.042,0.0,24.41254371,19.19,3.83,4.21
Santa Clara,6085504423.0,20.9,26.1,1.1,0.3,49.1,2.4,6.3,16.2,12.38,0.038,3.71,142.5719267,25.78,7.73,7.08
Santa Clara,6085508102.0,4.3,29.3,0.8,0.0,62.2,3.4,5.8,4.9,12.38,0.035,0.0,257.6769792,18.17,5.71,4.26
Sacramento ,6067007103.0,19.0,33.9,13.4,0.2,28.1,5.5,7.9,21.9,12.38,0.048,0.0,196.8411665,52.62,10.18,6.09
Shasta ,6089012604.0,5.2,86.7,0.4,2.1,1.1,4.5,18.6,36.4,12.38,0.048,0.25,3.67643536,22.35,6.17,5.75
Los Angeles,6037269000.0,8.4,77.1,3.1,0.2,7.7,3.4,5.9,10.4,12.37,0.046,0.0,1605.352394,18.34,5.1,3.18
Sacramento ,6067009326.0,13.6,43.9,7.3,0.3,30.1,4.8,10.1,17.2,12.37,0.051,10.41,59.25928588,36.63,7.49,5.03
San Diego,6073009107.0,20.0,63.8,3.2,0.4,7.8,4.9,5.1,38.0,12.36,0.04,0.0,169.7965819,27.88,4.48,3.2
Orange ,6059042335.0,15.0,63.3,1.3,0.1,15.4,5.0,9.8,23.5,12.35,0.048,0.04,1972.0333719999999,16.33,4.27,4.42
Santa Barbara,6083002012.0,20.0,71.5,1.4,0.5,3.7,2.8,9.8,20.0,12.35,0.035,2976.93,12.535523,34.59,5.81,5.7
San Diego,6073008340.0,10.5,47.4,1.8,0.1,36.3,3.8,3.6,24.5,12.33,0.042,0.0,138.3432477,18.52,5.48,5.11
Ventura ,6111005504.0,24.4,63.5,1.4,0.2,6.9,3.6,10.3,18.8,12.33,0.044000000000000004,0.0,89.30291554,35.51,9.29,4.73
Alameda ,6001443104.0,5.3,20.5,1.1,0.1,69.7,3.3,9.8,11.0,12.33,0.035,0.0,115.8184013,20.59,6.4,5.58
San Mateo,6081607200.0,25.3,45.1,2.3,0.1,23.3,3.8,6.5,15.1,12.33,0.033,0.0,185.57661059999998,42.65,6.69,3.81
Santa Clara,6085508505.0,8.9,41.0,1.7,0.1,43.8,4.4,8.9,11.7,12.33,0.035,0.0,261.7927352,15.27,3.92,4.95
Santa Clara,6085512024.0,23.2,43.2,8.9,0.3,18.6,5.8,8.4,20.2,12.32,0.038,0.0,77.69426622,28.07,6.23,2.84
Contra Costa,6013361000.0,20.6,36.6,14.8,0.7,21.9,5.4,6.8,28.9,12.32,0.033,0.17,719.4880777000003,59.74,7.43,4.56
Ventura ,6111006800.0,28.4,64.6,0.7,0.5,3.2,2.6,7.3,14.7,12.32,0.048,0.0,71.38200083,29.16,7.66,4.33
Lake ,6033001300.0,15.7,77.6,1.0,1.4,1.5,2.9,9.4,30.7,12.32,0.035,0.54,0.020092093999999998,29.21,4.83,4.02
San Francisco,6075016600.0,8.8,73.0,4.0,0.2,9.3,4.7,5.4,21.7,12.32,0.03,0.0,213.19296699999998,32.18,6.36,4.9
Los Angeles,6037620501.0,14.1,66.4,2.3,0.1,12.3,4.8,5.6,14.5,12.3,0.044000000000000004,0.0,5487.8676479999995,30.64,6.05,3.59
Los Angeles,6037620602.0,20.2,61.5,2.1,0.3,12.1,3.9,4.2,12.2,12.3,0.044000000000000004,0.0,16405.85954,23.98,4.82,4.65
Solano ,6095252105.0,10.6,64.7,4.1,0.3,14.9,5.4,5.8,11.7,12.29,0.035,0.0,1532.588303,58.36,8.57,4.14
San Diego,6073007800.0,25.9,62.2,3.2,0.3,4.4,4.1,5.2,38.0,12.29,0.042,0.0,132.4294277,21.9,5.24,2.96
Los Angeles,6037262706.0,4.8,87.3,0.6,0.1,4.1,3.1,4.3,8.6,12.29,0.048,5.79,768.938725,10.7,4.99,6.57
San Diego,6073019107.0,24.3,61.0,0.3,11.4,1.1,1.9,9.0,38.9,12.28,0.048,6.27,11.45192821,21.81,5.82,4.96
Alameda ,6001443103.0,2.4,13.0,0.8,0.0,81.5,2.2,8.0,13.1,12.28,0.035,0.0,108.15545230000001,20.19,5.86,6.04
Contra Costa,6013333102.0,17.7,62.4,2.7,0.1,12.8,4.3,9.8,17.2,12.28,0.038,0.0,755.9085683999997,59.4,8.65,2.58
Calaveras ,6009000400.0,6.7,86.2,0.2,3.2,0.9,2.9,22.3,45.9,12.27,0.053,0.36,0.9681801109999999,43.08,6.76,3.77
Sonoma ,6097150607.0,14.1,71.6,1.2,0.3,9.6,3.2,9.6,9.0,12.27,0.033,1.3,796.9947117,51.2,8.41,2.55
Los Angeles,6037139801.0,3.6,87.6,1.3,0.0,4.2,3.4,2.9,5.1,12.26,0.057,0.0,558.5807831000002,53.51,9.31,4.48
Sacramento ,6067008207.0,9.4,82.9,1.1,0.4,2.4,3.7,4.5,26.2,12.25,0.055,0.0,28.36599403,38.91,8.98,5.13
Santa Clara,6085503003.0,21.2,61.2,0.8,0.4,12.5,3.9,6.6,6.9,12.24,0.038,0.0,84.88831585,40.12,7.17,4.3
Sonoma ,6097150303.0,9.3,86.3,0.2,0.2,2.3,1.8,11.2,23.9,12.24,0.033,31.04,724.2964322,22.48,6.56,2.83
Riverside ,6065045606.0,43.9,51.9,0.7,0.5,2.2,0.8,11.6,31.7,12.24,0.062,185.1,0.281028534,31.4,6.19,3.83
Riverside ,6065047900.0,25.6,52.0,6.3,0.2,12.6,3.3,6.8,6.0,12.23,0.06,0.0,4659.494237,25.95,9.77,3.4
Orange ,6059063905.0,20.3,67.8,1.1,0.2,7.6,3.0,5.0,23.7,12.22,0.044000000000000004,0.0,7527.487142,34.58,6.02,3.12
San Luis Obispo,6079010205.0,35.2,58.7,1.3,0.9,1.7,2.1,8.5,26.7,12.22,0.042,0.12,16.02066307,48.39,6.65,3.68
Riverside ,6065043252.0,19.5,53.4,4.3,1.7,16.3,4.7,9.9,9.0,12.21,0.055,3.39,60.02660758,26.11,9.79,3.41
Shasta ,6089012303.0,8.2,85.0,0.4,2.0,1.3,3.1,10.7,27.7,12.21,0.046,0.07,5.732770372999999,38.43,9.32,4.74
Siskiyou ,6093001000.0,7.0,86.2,1.1,0.6,1.8,3.3,7.6,34.6,12.21,0.044000000000000004,0.0,0.100786576,52.68,12.33,3.33
Sacramento ,6067009630.0,19.2,24.7,12.8,0.2,36.5,6.6,8.2,22.9,12.19,0.046,0.15,27.93185393,48.03,9.85,5.71
Ventura ,6111007509.0,10.0,71.1,1.4,0.1,14.0,3.4,8.6,15.6,12.19,0.051,0.0,64.00127752,26.39,6.76,5.45
Alameda ,6001408100.0,7.7,36.1,30.5,0.1,20.2,5.4,4.5,9.7,12.19,0.03,0.03,373.92230689999997,82.1,4.82,5.19
Placer ,6061022400.0,8.2,72.2,1.8,0.4,13.4,4.0,4.8,23.5,12.19,0.053,0.0,25.72601392,37.15,7.44,2.53
Santa Clara,6085506000.0,19.1,49.6,2.0,0.2,25.2,4.0,4.8,12.6,12.19,0.035,0.0,184.25556310000002,35.9,8.11,4.42
Los Angeles,6037431600.0,9.7,21.7,0.5,0.0,66.2,1.9,6.4,26.2,12.18,0.051,0.0,5028.396597999998,13.35,4.02,3.36
San Diego,6073008305.0,11.1,41.5,2.6,0.1,39.7,5.0,8.7,56.6,12.17,0.042,0.0,89.27920941,14.81,3.39,2.83
Los Angeles,6037430301.0,16.4,71.9,1.4,0.2,7.3,2.7,3.8,6.2,12.17,0.053,0.18,3614.3485969999997,30.42,6.85,4.81
Alameda ,6001441501.0,6.7,13.2,4.7,0.2,68.1,7.1,4.3,14.4,12.16,0.033,0.0,197.1538999,68.82,9.45,5.95
San Diego,6073017018.0,13.5,43.0,3.9,0.2,34.0,5.4,3.4,30.3,12.15,0.044000000000000004,0.0,22.74361050000001,14.34,3.42,4.13
San Bernardino,6071010415.0,18.7,57.5,9.7,0.9,7.8,5.4,25.7,46.1,12.15,0.065,0.0,1.335660249,38.79,13.43,5.16
Los Angeles,6037920322.0,24.4,65.0,2.1,0.1,6.3,2.1,5.7,6.9,12.15,0.065,0.0,36.71806445,17.75,6.1,9.59
Riverside ,6065044927.0,16.9,75.7,2.5,0.2,3.2,1.4,23.9,35.3,12.14,0.065,0.01,0.137512305,23.87,5.98,5.56
Mendocino ,6045011002.0,5.9,88.5,0.4,0.9,1.2,3.1,4.7,33.7,12.12,0.038,0.0,0.0022092039999999998,52.55,6.07,2.75
Sacramento ,6067004004.0,11.9,43.2,9.8,0.5,30.0,4.5,9.6,14.1,12.11,0.048,0.41,56.86164911,49.96,7.33,5.68
Alameda ,6001451201.0,18.0,64.4,2.6,0.5,10.4,4.0,4.3,18.7,12.11,0.04,0.0,151.5380173,34.71,7.39,4.05
San Francisco,6075032602.0,4.1,32.9,1.1,0.0,58.2,3.6,7.5,31.8,12.11,0.03,0.0,207.89595380000003,24.56,5.77,4.94
San Mateo,6081607900.0,10.7,54.1,1.8,0.2,28.7,4.5,3.2,11.8,12.09,0.033,0.0,187.8663064,22.07,5.49,7.43
Ventura ,6111008800.0,73.5,17.1,3.4,0.3,4.1,1.6,8.6,33.3,12.09,0.044000000000000004,0.0,385.72922650000004,26.41,4.64,5.42
Santa Clara,6085508202.0,12.0,41.9,1.2,0.2,41.0,3.7,4.1,11.3,12.08,0.035,0.0,231.69277680000002,13.23,4.21,5.63
San Diego,6073016607.0,15.2,76.0,0.8,0.3,4.0,3.6,7.2,15.3,12.08,0.044000000000000004,0.0,91.84650488,32.97,6.7,3.59
Orange ,6059099214.0,10.6,75.6,0.6,0.3,9.8,3.1,4.4,18.3,12.08,0.044000000000000004,27.32,7641.499064,26.35,5.24,4.37
Orange ,6059032051.0,31.0,55.4,2.1,0.2,7.9,3.3,5.8,29.4,12.07,0.051,0.0,3078.195385,18.78,5.96,4.87
Los Angeles,6037651304.0,10.2,77.4,1.0,0.2,7.5,3.8,6.2,9.8,12.07,0.044000000000000004,0.0,4571.837907,23.54,6.37,6.05
San Mateo,6081614000.0,16.3,31.1,3.1,0.3,43.9,5.4,4.8,12.6,12.06,0.03,0.0,84.64897146,59.63,7.45,6.85
San Francisco,6075045200.0,6.1,43.1,1.4,0.2,44.5,4.6,5.9,24.5,12.05,0.03,0.0,221.69158769999999,23.34,4.7,3.55
Kern ,6029006006.0,13.7,80.4,0.8,0.7,1.8,2.5,5.8,10.8,12.05,0.065,0.0,18.79122762,50.37,14.87,3.87
Santa Clara,6085512047.0,28.2,50.1,2.9,0.3,13.9,4.5,9.6,18.1,12.05,0.038,0.0,63.06630043,49.76,8.4,5.01
San Diego,6073018608.0,24.3,48.9,8.5,0.5,11.9,6.0,9.2,16.1,12.05,0.042,85.05,48.15010262,27.79,5.2,4.04
Los Angeles,6037430502.0,15.6,71.2,2.0,0.3,7.4,3.5,5.8,15.5,12.04,0.051,0.0,3299.306025,18.28,5.55,5.12
Orange ,6059099311.0,11.5,78.5,0.6,0.4,6.0,3.1,9.5,17.2,12.04,0.044000000000000004,0.0,6113.363661,27.01,6.75,5.39
Napa ,6055201401.0,8.9,85.7,0.5,0.2,2.9,1.8,9.5,13.7,12.04,0.035,73.88,553.6675147999998,35.11,5.9,6.19
Solano ,6095252908.0,24.0,56.4,7.9,0.4,4.8,6.4,12.0,22.5,12.04,0.042,0.0,453.057822,72.28,9.59,3.68
Alameda ,6001400300.0,8.2,66.9,10.5,0.2,8.7,5.5,8.8,14.3,12.04,0.03,0.0,426.1274353999999,37.93,4.42,4.13
San Francisco,6075035400.0,7.4,31.9,1.5,0.3,55.6,3.4,9.8,22.6,12.02,0.03,0.0,156.9838806,25.37,5.78,5.5
Humboldt ,6023000900.0,5.1,86.2,0.9,1.4,2.4,4.0,8.4,36.6,12.01,0.026000000000000002,0.73,8.286749066,46.48,5.02,3.15
Yolo ,6113010402.0,17.8,44.2,8.4,0.3,23.6,5.8,4.6,5.4,12.01,0.046,38.08,58.63955639,60.14,9.78,3.3
Napa ,6055201007.0,32.0,26.1,7.1,0.3,29.7,4.8,9.7,26.2,12.01,0.035,0.0,1395.4121599999999,47.01,7.76,4.89
Santa Clara,6085506204.0,13.0,36.7,1.5,0.2,45.5,3.2,4.7,19.2,12.01,0.035,0.0,198.63282890000002,19.3,5.76,2.6
Santa Clara,6085513000.0,11.0,43.4,4.7,0.5,33.6,6.8,6.1,49.8,12.0,0.033,0.0,182.3639783,3.63,3.6,2.31
Santa Cruz,6087121300.0,26.7,65.7,1.3,0.4,3.4,2.5,4.1,21.6,12.0,0.035,0.0,27.14039639,17.08,3.42,6.21
Los Angeles,6037910808.0,27.9,61.9,2.0,0.3,5.4,2.5,8.1,10.5,12.0,0.06,0.0,17.705123699999994,36.06,9.84,3.14
San Mateo,6081608200.0,8.7,44.2,1.7,0.1,40.7,4.6,7.4,10.2,11.99,0.033,0.0,217.83668089999998,22.07,5.49,6.61
Santa Clara,6085502902.0,17.6,65.3,1.3,0.2,10.8,4.7,8.2,13.3,11.98,0.038,0.0,93.32969964,25.08,5.46,5.23
Napa ,6055202000.0,49.4,47.7,0.4,0.3,0.9,1.3,1.7,40.1,11.98,0.033,22.35,50.17811126,33.62,6.45,5.25
Orange ,6059042113.0,10.6,82.8,0.4,0.7,3.2,2.3,4.7,21.1,11.97,0.048,0.0,761.6240112,25.7,6.11,2.54
San Bernardino,6071000804.0,18.2,70.1,1.6,0.2,8.1,2.0,4.4,13.2,11.97,0.062,0.0,2517.977293,30.26,7.79,5.11
Los Angeles,6037480202.0,24.3,33.1,0.5,0.0,39.5,2.6,5.4,15.7,11.96,0.051,7.24,4384.004365,17.0,3.82,4.08
San Francisco,6075031301.0,7.5,21.8,18.0,0.1,48.7,3.9,9.7,28.2,11.96,0.03,0.0,131.203777,27.47,4.53,4.52
Orange ,6059063101.0,19.6,66.9,1.8,0.5,8.0,3.3,4.3,25.9,11.95,0.044000000000000004,0.22,9669.131453,20.49,3.52,2.15
Alameda ,6001450502.0,10.0,60.3,3.2,0.2,21.2,5.2,6.9,4.9,11.94,0.038,0.02,342.3268865,28.73,6.78,4.45
Fresno ,6019005912.0,16.7,72.0,0.4,0.8,7.7,2.4,4.0,12.6,11.93,0.065,656.31,1479.808625,21.52,4.65,4.83
Shasta ,6089010803.0,7.6,81.9,1.0,1.2,4.9,3.4,5.5,43.0,11.9,0.042,0.0,18.53030786,54.34,8.68,4.17
Sonoma ,6097153809.0,28.8,63.1,0.7,1.4,3.1,3.0,8.4,24.2,11.9,0.033,76.78,32.85554111,28.01,5.53,3.08
San Diego,6073008351.0,13.9,28.6,4.4,0.3,48.1,4.7,9.1,26.8,11.89,0.044000000000000004,0.0,73.91061975,35.0,6.68,4.68
San Bernardino,6071008703.0,15.4,78.2,1.5,0.5,2.3,2.2,7.2,10.0,11.89,0.068,2.99,157.3297266,38.97,10.45,4.59
Orange ,6059011717.0,19.7,66.9,1.5,0.1,8.3,3.6,6.2,10.6,11.89,0.05,515.22,12003.03537,25.25,7.51,2.9
Shasta ,6089010805.0,7.6,86.0,0.8,1.1,2.0,2.5,7.3,35.4,11.88,0.042,0.15,17.15382749,51.42,8.13,4.42
Los Angeles,6037101122.0,15.7,66.5,0.7,0.1,13.5,3.4,8.2,7.5,11.88,0.055,0.0,841.9631395,35.97,8.87,5.05
Marin ,6041110100.0,16.5,71.8,2.1,0.1,6.2,3.3,2.8,17.1,11.86,0.03,0.0,338.1301678000001,35.11,5.81,2.68
Santa Cruz,6087121800.0,14.6,77.5,0.9,0.3,3.6,3.2,1.4,23.3,11.85,0.035,0.71,28.07066301,40.68,4.12,4.63
San Diego,6073009602.0,14.3,71.9,2.4,0.4,7.6,3.4,4.2,10.8,11.85,0.044000000000000004,0.02,131.8352003,37.04,6.61,4.2
San Luis Obispo,6079011101.0,15.5,75.8,1.4,0.4,3.5,3.4,7.1,49.0,11.85,0.035,0.0,9.509083191,30.83,5.55,2.78
Santa Barbara,6083002922.0,22.4,50.8,3.1,0.2,18.7,4.8,17.0,21.4,11.85,0.04,0.09,0.006458161,14.93,3.73,2.69
Riverside ,6065042208.0,17.4,71.6,3.5,0.2,4.8,2.5,8.8,6.8,11.83,0.065,0.0,1811.412121,38.45,6.28,3.57
San Diego,6073013606.0,16.7,65.6,6.1,0.2,6.0,5.3,8.6,26.3,11.83,0.046,4.55,144.9232125,25.7,4.79,2.63
San Diego,6073000201.0,10.1,81.0,1.6,0.5,4.4,2.4,4.4,18.2,11.82,0.04,0.0,190.5001344,48.18,7.61,3.31
Alameda ,6001450750.0,11.5,40.8,7.8,0.2,33.1,6.6,3.2,17.2,11.82,0.038,0.0,217.0139567,31.79,7.6,4.01
Sonoma ,6097153403.0,8.9,85.1,0.7,0.7,1.9,2.7,6.5,28.5,11.82,0.03,6.42,77.79387917,39.93,5.84,2.96
San Francisco,6075011902.0,12.2,54.5,2.1,0.3,27.4,3.5,3.3,35.4,11.81,0.03,0.0,254.04369159999996,30.37,4.49,2.94
Butte ,6007000601.0,12.2,79.6,0.9,0.8,3.1,3.3,4.1,29.4,11.81,0.048,1.03,9.117443932999999,48.16,9.1,3.38
Shasta ,6089010704.0,8.2,82.6,1.0,2.1,2.0,4.0,11.7,59.3,11.81,0.042,0.0,16.74274773,54.34,8.68,7.39
Santa Clara,6085503325.0,31.0,9.7,3.0,0.1,54.5,1.7,4.5,17.1,11.81,0.038,0.0,136.47378799999998,27.55,6.04,6.39
Los Angeles,6037577300.0,14.7,74.2,2.2,0.3,5.5,3.1,8.8,23.6,11.8,0.042,0.0,8753.127473999999,28.26,7.63,2.63
Contra Costa,6013345202.0,9.7,61.6,3.3,0.2,20.3,5.0,7.4,6.7,11.8,0.038,0.02,389.06129869999995,36.67,7.21,4.16
Orange ,6059021923.0,14.6,57.1,2.0,0.2,22.0,4.0,4.7,8.8,11.79,0.051,0.0,10502.03753,18.79,5.77,6.61
Solano ,6095252913.0,19.7,57.8,8.6,0.1,8.1,5.6,8.9,11.0,11.79,0.042,0.0,499.3477607,68.57,8.97,5.48
El Dorado,6017030804.0,8.9,84.2,0.6,2.0,1.5,2.9,11.0,29.4,11.79,0.055,0.13,12.69624388,33.59,8.14,3.46
Orange ,6059062604.0,6.1,57.7,0.7,0.1,31.4,4.0,6.1,12.2,11.79,0.048,0.0,4840.214421,16.95,4.13,4.38
San Diego,6073020405.0,10.8,79.7,0.5,0.1,6.6,2.3,3.6,10.2,11.78,0.048,0.0,24.08647708,20.23,5.41,5.3
Santa Clara,6085505500.0,20.6,52.5,2.1,0.3,20.5,4.0,4.8,19.7,11.77,0.035,0.0,182.7081427,35.9,8.11,3.42
Contra Costa,6013322000.0,11.3,70.2,1.4,0.2,13.0,3.9,10.3,22.0,11.77,0.038,0.0,876.4366577999997,43.14,6.54,4.15
Orange ,6059042311.0,18.9,74.5,0.4,0.4,3.8,2.0,8.9,17.0,11.77,0.048,0.04,1485.167143,22.2,4.85,3.03
Placer ,6061022013.0,5.4,89.5,0.3,1.3,0.6,2.8,9.8,26.5,11.77,0.055,1.08,0.00435496,15.07,2.81,5.47
Riverside ,6065045120.0,51.2,43.9,1.9,0.2,1.2,1.5,7.4,52.9,11.77,0.062,0.0,0.11417372199999999,30.7,7.39,3.73
Santa Clara,6085508001.0,3.5,28.9,0.6,0.1,63.4,3.6,5.7,11.4,11.77,0.035,0.0,317.26362939999996,10.11,4.78,4.38
Santa Clara,6085508401.0,8.2,47.0,1.1,0.1,38.9,4.8,4.2,7.4,11.76,0.035,0.0,230.70694559999998,14.63,4.96,5.61
Santa Barbara,6083003005.0,41.8,48.4,1.3,0.3,5.7,2.5,6.2,29.6,11.76,0.04,0.95,0.00938386,30.73,3.71,4.86
San Francisco,6075010200.0,5.1,81.1,0.6,0.1,10.2,3.0,2.8,12.1,11.75,0.03,0.0,258.7710207,43.16,4.39,4.42
Orange ,6059062649.0,9.2,80.5,1.2,0.1,7.6,1.4,12.7,23.0,11.75,0.048,0.0,3617.6663329999997,15.6,3.28,4.08
Ventura ,6111005911.0,11.3,77.4,1.4,0.2,6.7,3.1,13.9,20.0,11.74,0.048,0.07,98.12262426,16.79,5.95,4.06
El Dorado,6017030704.0,11.3,73.4,1.3,0.5,9.9,3.7,11.3,17.9,11.73,0.053,0.09,16.57172518,21.93,6.15,4.03
Sonoma ,6097153704.0,12.8,80.3,0.8,1.0,1.2,4.0,12.6,37.1,11.72,0.033,13.76,14.48689868,45.36,4.84,3.94
Alameda ,6001404102.0,6.5,67.5,8.0,0.2,13.4,4.4,8.3,19.7,11.72,0.03,0.0,391.1998137,34.14,5.42,3.75
Alameda ,6001403800.0,8.4,62.9,9.7,0.2,13.5,5.4,5.0,12.7,11.72,0.03,0.0,373.1609215,56.26,5.98,4.75
San Diego,6073013505.0,24.0,55.2,11.0,0.5,4.6,4.8,12.6,27.9,11.72,0.044000000000000004,0.0,139.0584583,29.61,4.89,4.81
Santa Clara,6085503323.0,32.2,12.4,3.6,0.0,49.3,2.5,10.4,18.1,11.71,0.038,0.01,154.58502769999996,30.66,6.6,6.95
Ventura ,6111005401.0,25.8,63.9,1.4,0.2,6.1,2.7,7.3,13.2,11.7,0.046,45.54,83.65991898,35.51,9.29,3.89
Los Angeles,6037701501.0,7.5,78.0,2.5,0.2,8.2,3.6,8.3,17.4,11.69,0.046,0.0,1117.87214,24.72,4.42,3.54
Alameda ,6001441925.0,8.3,21.7,4.4,0.2,59.1,6.2,4.5,8.4,11.69,0.035,0.0,122.0809767,59.75,9.54,5.33
Los Angeles,6037910209.0,29.5,48.3,11.3,0.5,7.4,3.1,8.6,16.1,11.68,0.062,0.0,10.93547611,43.18,10.67,3.57
Los Angeles,6037269500.0,3.9,86.3,1.5,0.0,5.6,2.7,5.2,7.1,11.68,0.046,0.0,1654.39523,27.03,6.67,4.15
Inyo ,6027000100.0,18.6,77.2,0.1,1.0,1.7,1.3,5.1,21.2,11.68,0.062,0.0,0.002601675,51.43,8.77,5.1
Los Angeles,6037621324.0,11.5,71.2,2.8,0.2,10.5,3.8,4.2,18.6,11.68,0.044000000000000004,0.0,5886.031811,26.64,7.32,4.66
Sacramento ,6067005702.0,6.4,85.1,1.0,0.3,4.2,3.0,7.2,10.5,11.67,0.051,0.0,199.9254735,46.74,7.41,2.69
San Diego,6073021202.0,17.5,68.0,1.2,9.1,1.7,2.5,8.7,29.9,11.66,0.051,0.0,48.20498425,23.81,5.72,3.9
San Francisco,6075047701.0,6.8,36.9,1.9,0.2,50.1,4.1,5.7,25.6,11.65,0.03,0.0,224.6415204,23.94,5.57,4.66
Santa Cruz,6087121700.0,25.9,63.6,1.4,0.3,5.4,3.3,8.5,26.8,11.65,0.035,0.17,25.511333899999997,34.81,4.36,2.84
Santa Clara,6085512001.0,23.4,27.5,3.4,0.3,42.2,3.2,8.1,9.9,11.65,0.038,0.0,73.18863847,23.62,5.06,4.1
Alameda ,6001442200.0,6.1,26.2,1.4,0.1,63.6,2.6,5.7,7.7,11.65,0.035,0.03,127.09932450000001,20.59,6.4,4.24
Yolo ,6113010607.0,11.4,66.6,2.3,0.3,15.0,4.5,6.0,20.5,11.65,0.044000000000000004,52.14,46.06212902,23.31,4.78,4.23
Monterey ,6053014105.0,22.4,50.5,8.9,0.7,9.7,7.7,4.3,40.5,11.63,0.035,1848.19,0.592709425,19.1,3.52,1.89
Orange ,6059099408.0,13.4,70.8,0.8,0.2,11.6,3.2,7.8,17.7,11.62,0.044000000000000004,0.0,10360.35973,25.28,7.0,3.51
Sonoma ,6097153804.0,26.9,65.8,0.7,0.6,3.4,2.6,3.4,15.5,11.62,0.033,16.63,30.42747568,34.9,7.52,4.98
San Diego,6073015501.0,16.1,78.2,0.9,0.8,1.8,2.3,5.4,27.1,11.62,0.048,0.25,96.35748606,47.0,6.36,4.08
San Francisco,6075010900.0,6.2,67.6,0.9,0.1,22.1,3.2,2.0,16.2,11.62,0.03,0.0,250.34832540000002,49.17,4.95,3.92
Contra Costa,6013335000.0,26.8,59.7,2.0,0.4,7.3,3.9,8.0,25.4,11.62,0.038,0.0,953.7128218,46.53,6.08,3.72
Los Angeles,6037264000.0,4.0,87.2,0.6,0.1,4.4,3.6,5.8,10.0,11.62,0.046,0.0,1148.589403,14.56,4.93,6.57
Contra Costa,6013334001.0,20.4,61.3,2.9,0.5,9.4,5.5,9.6,20.3,11.61,0.038,0.0,895.2799215,40.98,5.82,4.88
San Diego,6073020807.0,18.3,77.9,0.3,0.8,0.9,1.8,8.5,18.3,11.61,0.05,0.23,4.884902179,25.09,7.13,3.73
Contra Costa,6013333101.0,20.0,61.2,2.4,0.5,11.3,4.5,6.7,27.0,11.59,0.038,0.0,795.9299159,59.66,8.67,2.26
Santa Clara,6085509106.0,26.1,34.3,2.3,0.2,34.0,3.1,6.5,15.2,11.59,0.035,0.0,248.0073531,19.63,4.81,3.04
Placer ,6061021203.0,8.7,83.3,0.5,0.8,2.9,3.7,12.6,12.9,11.59,0.053,0.5,18.67013786,26.16,6.08,3.25
San Diego,6073016613.0,15.5,77.3,0.6,0.4,3.8,2.3,9.1,17.2,11.59,0.044000000000000004,0.0,80.22233428,38.81,7.98,3.45
Placer ,6061020200.0,6.3,88.5,0.4,1.4,0.8,2.6,12.2,25.9,11.58,0.053,0.07,3.484085415,26.24,7.14,2.03
Kern ,6029005402.0,14.2,74.2,3.1,0.7,4.6,3.2,3.1,27.0,11.58,0.057,0.0,0.813924547,60.93,20.34,2.43
Sacramento ,6067008204.0,11.0,82.7,0.8,0.4,2.2,2.9,13.2,20.9,11.58,0.055,0.0,28.78654062,34.89,7.37,2.27
Placer ,6061021130.0,10.6,73.4,2.0,0.3,9.7,4.0,11.6,39.8,11.57,0.053,0.0,27.99217883,28.42,7.64,6.67
Sonoma ,6097151310.0,16.6,69.4,2.1,0.3,6.7,4.9,12.3,27.4,11.56,0.03,0.0,137.22300790000003,38.83,6.6,3.28
Orange ,6059032003.0,14.5,75.6,0.4,0.2,6.6,2.7,8.2,12.4,11.56,0.05,0.52,2715.425568,28.55,7.47,4.57
Los Angeles,6037141700.0,5.0,83.2,2.3,0.0,5.8,3.6,8.1,5.1,11.54,0.051,0.0,1117.038992,17.4,5.73,5.64
El Dorado,6017030505.0,6.5,87.4,0.9,0.4,2.3,2.5,12.7,18.9,11.53,0.053,0.0,6.739832077999999,16.4,3.71,6.62
El Dorado,6017031302.0,12.5,82.6,0.1,1.3,0.9,2.6,10.6,39.6,11.53,0.055,0.46,0.35512131700000005,34.68,6.87,4.82
San Diego,6073016807.0,18.6,75.2,1.6,0.5,1.7,2.3,8.9,27.3,11.53,0.046,0.0,95.02705588,40.23,6.09,4.41
Riverside ,6065043244.0,25.6,53.1,5.4,0.4,11.7,3.8,13.6,14.0,11.52,0.057,0.0,123.1786426,20.96,6.71,4.08
Orange ,6059021916.0,10.3,67.2,1.3,0.3,17.9,3.0,7.7,11.7,11.52,0.05,0.0,15292.79115,25.92,6.87,4.03
San Diego,6073019803.0,15.7,69.5,1.3,0.5,9.0,3.9,5.3,12.0,11.52,0.042,9.29,54.82242122,22.66,4.84,4.32
