State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape,Revised rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
Washington,1985,4409000,18757,231,2420,,5821,10285,269099,79859,176501,12739
Washington,1986,4463000,19505,223,2382,,6031,10869,287535,83078,190420,14037
Washington,1987,4538000,19945,256,2370,,6417,10902,298491,86428,194131,17932
Washington,1988,4619000,21543,264,2611,,6738,11930,307008,85711,201301,19996
Washington,1989,4761000,22460,209,2938,,6672,12641,291472,73563,196122,21787
Washington,1990,4866692,24410,238,3115,,6326,14731,278440,61460,195221,21759
Washington,1991,5018000,26224,211,3529,,7303,15181,290115,61996,205814,22305
Washington,1992,5136000,27454,258,3697,,7178,16321,289581,57612,207755,24214
Washington,1993,5255000,27040,271,3384,,7204,16181,285753,56083,205701,23969
Washington,1994,5343000,27317,294,3230,,7464,16329,294734,55793,212198,26743
Washington,1995,5431000,26300,275,3214,,7209,15602,314213,59265,224861,30087
Washington,1996,5533000,23857,255,2828,,6587,14187,303111,58512,215706,28893
Washington,1997,5610000,24724,244,2885,,6734,14864,307742,62064,213823,31855
Washington,1998,5689000,24380,224,2740,,6577,14839,309419,60446,213773,35200
Washington,1999,5756361,21716,171,2711,,5808,13026,280793,54652,192334,33807
Washington,2000,5894121,21788,196,2737,,5812,13043,279144,53476,190650,35018
Washington,2001,5993390,21258,179,2600,,5934,12545,287234,53024,195133,39077
Washington,2002,6067060,20964,184,2734,,5797,12249,288967,54948,193526,40493
Washington,2003,6131298,21272,182,2863,,5718,12509,291542,58271,192653,40618
Washington,2004,6207046,21330,190,2857,,5866,12417,300837,60632,196972,43233
Washington,2005,6291899,21745,205,2811,,5788,12941,307661,60343,198031,49287
Washington,2006,6395798,22303,197,2748,,6424,12934,288456,58843,183179,46434
Washington,2007,6468424,21768,174,2653,,6079,12862,261776,52874,170782,38120
Washington,2008,6549224,21888,193,2653,,6419,12623,249283,53136,167013,29134
Washington,2009,6664195,22412,190,2583,,6711,12928,245215,53047,168421,23747
Washington,2010,6742950,21138,154,2579,,5929,12476,249426,55192,168490,25744
Washington,2011,6823267,20152,163,2320,,5627,12042,244209,56561,162828,24820
Washington,2012,6895318,20553,217,2250,,5801,12285,254377,61376,166338,26663
Washington,2013,6973742,20223,167,2072,2604.0,5829,11623,259139,58487,172227,28425
Washington,2014,7061530,20136,174,2171,2695.0,5640,11627,261706,55290,175769,30647
West Virginia,1960,1860421,1200,81,78,,238,803,12208,4358,6558,1292
West Virginia,1961,1850000,1167,82,81,,216,788,11085,4396,5426,1263
West Virginia,1962,1773000,1146,66,75,,273,732,12097,3837,6996,1264
West Virginia,1963,1778000,1185,95,74,,260,756,12503,4023,7164,1316
West Virginia,1964,1797000,1359,67,89,,303,900,13603,4818,7375,1410
West Virginia,1965,1812000,1413,72,77,,261,1003,13435,4600,7577,1258
West Virginia,1966,1794000,1613,76,91,,342,1104,15188,4651,9146,1391
West Virginia,1967,1798000,1744,83,85,,347,1229,16681,5365,9745,1571
West Virginia,1968,1805000,1959,99,79,,460,1321,19069,6313,11096,1660
West Virginia,1969,1819000,1766,102,93,,347,1224,18330,5870,10906,1554
West Virginia,1970,1744237,2158,109,116,,476,1457,21886,6777,13497,1612
West Virginia,1971,1752000,2311,113,87,,620,1491,22241,6792,13507,1942
West Virginia,1972,1781000,2299,109,146,,562,1482,23285,7356,13976,1953
West Virginia,1973,1794000,2219,103,166,,501,1449,24180,7459,14799,1922
West Virginia,1974,1791000,2460,108,179,,631,1542,29229,9883,17074,2272
West Virginia,1975,1803000,2915,133,168,,820,1794,35089,10656,22154,2279
West Virginia,1976,1821000,2761,122,188,,692,1759,39480,10437,26568,2475
West Virginia,1977,1859000,2832,112,246,,784,1690,39083,11106,24942,3035
West Virginia,1978,1860000,3120,127,273,,862,1858,39104,12059,23776,3269
West Virginia,1979,1878000,3156,128,291,,825,1912,40513,11959,24755,3799
West Virginia,1980,1930787,3547,138,306,,936,2167,45719,14258,27606,3855
West Virginia,1981,1951000,3410,118,289,,979,2024,47681,15122,28884,3675
West Virginia,1982,1948000,3405,102,302,,970,2031,45514,13985,27962,3567
West Virginia,1983,1965000,3375,96,263,,869,2147,44158,13455,27134,3569
West Virginia,1984,1952000,3283,86,305,,744,2148,42313,12649,26296,3368
West Virginia,1985,1936000,3214,73,359,,728,2054,40401,11972,25191,3238
West Virginia,1986,1919000,3156,114,362,,787,1893,41301,11999,26055,3247
West Virginia,1987,1897000,2605,92,429,,591,1493,38953,11450,24436,3067
West Virginia,1988,1884000,2476,93,353,,644,1386,39703,11510,25147,3046
West Virginia,1989,1857000,2724,121,347,,793,1463,41154,11635,26608,2911
West Virginia,1990,1793477,3036,102,423,,680,1831,41855,11785,27310,2760
West Virginia,1991,1801000,3440,111,415,,779,2135,44528,12009,29369,3150
West Virginia,1992,1812000,3833,115,393,,788,2537,43455,11287,29200,2968
West Virginia,1993,1820000,3793,126,365,,782,2520,42300,10904,28456,2940
West Virginia,1994,1822000,3931,99,370,,772,2690,42136,10673,28189,3274
West Virginia,1995,1828000,3842,89,388,,781,2584,41093,10329,27724,3040
West Virginia,1996,1826000,3836,69,358,,737,2672,41510,9979,28300,3231
West Virginia,1997,1816000,3971,75,355,,782,2759,40868,10647,26934,3287
West Virginia,1998,1811000,4503,78,339,,676,3410,41627,11110,27127,3390
West Virginia,1999,1806928,6336,79,337,,661,5259,42825,10303,28760,3762
West Virginia,2000,1808344,5723,46,331,,749,4597,41344,9890,28139,3315
West Virginia,2001,1800975,5035,40,320,,707,3968,41085,9601,28268,3216
West Virginia,2002,1804884,4221,57,328,,657,3179,41099,9677,27524,3898
West Virginia,2003,1811440,4627,73,311,,701,3542,42370,10498,28409,3463
West Virginia,2004,1812548,5110,68,346,,774,3922,46326,10994,31566,3766
West Virginia,2005,1814083,4968,82,335,,816,3735,47757,11334,32603,3820
West Virginia,2006,1818470,5113,80,404,,853,3776,47941,11579,32305,4057
West Virginia,2007,1812035,5016,65,388,,847,3716,45620,10822,31321,3477
West Virginia,2008,1814468,5006,67,389,,896,3654,45971,10840,31967,3164
West Virginia,2009,1819777,5554,84,470,,914,4086,46215,12005,31453,2757
West Virginia,2010,1854368,5586,58,362,,776,4390,41301,10778,28104,2419
West Virginia,2011,1854908,5497,87,372,,802,4236,39009,10245,26656,2108
West Virginia,2012,1856680,5943,70,415,,835,4623,44500,11466,30800,2234
West Virginia,2013,1853595,5657,62,367,700.0,653,4242,39929,9908,28055,1966
West Virginia,2014,1850326,5588,74,285,505.0,651,4358,37648,8973,26779,1896
Wisconsin,1960,3951777,1261,50,109,,327,775,44009,7847,32035,4127
Wisconsin,1961,4022000,1268,63,101,,361,743,46669,9021,34197,3451
Wisconsin,1962,4092000,1174,37,98,,348,691,47038,8757,34041,4240
Wisconsin,1963,4061000,1312,70,115,,393,734,53390,9584,38919,4887
Wisconsin,1964,4107000,1762,60,124,,451,1127,63348,11725,45756,5867
Wisconsin,1965,4144000,1911,64,149,,475,1223,63934,11871,45701,6362
Wisconsin,1966,4161000,1984,80,151,,537,1216,77055,14346,54736,7973
Wisconsin,1967,4189000,2948,80,194,,1171,1503,90556,18862,62703,8991
Wisconsin,1968,4213000,3400,92,262,,1394,1652,97134,21225,67312,8597
Wisconsin,1969,4233000,3411,87,305,,1196,1823,101909,21101,71330,9478
Wisconsin,1970,4417933,3792,88,296,,1462,1946,115584,23792,82178,9614
Wisconsin,1971,4476000,3957,126,341,,1411,2079,130780,28172,91837,10771
Wisconsin,1972,4520000,4358,126,376,,1661,2195,129024,28862,89642,10520
Wisconsin,1973,4569000,5273,119,492,,2226,2436,139878,32467,96953,10458
Wisconsin,1974,4566000,6411,138,514,,3025,2734,159843,38212,110395,11236
Wisconsin,1975,4607000,6992,150,490,,3381,2971,176165,42317,122794,11054
Wisconsin,1976,4609000,6345,140,542,,2734,2929,173437,38891,124275,10271
Wisconsin,1977,4651000,6117,130,600,,2426,2961,171245,39390,121588,10267
Wisconsin,1978,4679000,6184,118,677,,2336,3053,175372,39599,125037,10736
Wisconsin,1979,4720000,7839,160,758,,2857,4064,199273,44806,141880,12587
Wisconsin,1980,4680917,8546,136,697,,3310,4403,216073,50524,154070,11479
Wisconsin,1981,4739000,8904,161,745,,3249,4749,216997,50813,155892,10292
Wisconsin,1982,4765000,9077,148,680,,3393,4856,202447,46564,147177,8706
Wisconsin,1983,4751000,9070,131,861,,3415,4663,193118,41980,141434,9704
Wisconsin,1984,4766000,9367,117,790,,3167,5293,189484,39755,138526,11203
Wisconsin,1985,4775000,9880,135,875,,3351,5519,181918,37987,133349,10582
Wisconsin,1986,4785000,12339,149,961,,3483,7746,183692,37464,134083,12145
Wisconsin,1987,4807000,12014,168,954,,3192,7700,188411,40502,136058,11851
Wisconsin,1988,4858000,10414,144,965,,3258,6047,182545,35423,134046,13076
Wisconsin,1989,4867000,10834,176,993,,3659,6006,191869,35683,140040,16146
Wisconsin,1990,4891769,12948,225,1013,,5514,6196,202052,36755,144924,20373
Wisconsin,1991,4955000,13723,239,1259,,5895,6330,207560,37241,148695,21624
Wisconsin,1992,5007000,13806,218,1315,,5997,6276,202448,34645,146198,21605
Wisconsin,1993,5038000,13321,222,1269,,5714,6116,190923,33400,139148,18375
Wisconsin,1994,5082000,13748,227,1192,,5739,6590,186704,32824,135559,18321
Wisconsin,1995,5123000,14399,219,1194,,5384,7602,184665,31416,134623,18626
Wisconsin,1996,5160000,13039,204,1086,,4982,6767,184143,30356,135941,17846
Wisconsin,1997,5170000,13988,205,1048,,5214,7521,176145,29503,131002,15640
Wisconsin,1998,5224000,13009,190,1037,,4474,7308,172084,29740,128134,14210
Wisconsin,1999,5250446,12908,179,1055,,4449,7225,160154,25633,120702,13819
Wisconsin,2000,5363675,12700,169,1165,,4537,6829,159424,25183,119605,14636
Wisconsin,2001,5405947,12486,192,1142,,4444,6708,166924,26927,125275,14722
Wisconsin,2002,5439692,12238,154,1237,,4713,6134,164749,27926,123365,13458
Wisconsin,2003,5474290,12104,183,1202,,4397,6322,157684,26546,118775,12363
Wisconsin,2004,5503533,11548,154,1136,,4067,6191,146710,23854,111482,11374
Wisconsin,2005,5527644,13367,206,1135,,4555,7471,147556,24448,110531,12577
Wisconsin,2006,5556506,15899,165,1233,,5564,8937,156748,27038,115682,14028
Wisconsin,2007,5601640,16330,185,1227,,5480,9438,159305,27890,117957,13458
Wisconsin,2008,5627967,15507,146,1128,,5163,9070,155456,27459,116456,11541
Wisconsin,2009,5654774,14650,146,1118,,4904,8482,147692,26813,111947,8932
Wisconsin,2010,5691659,14167,155,1191,,4516,8305,142781,26636,107993,8152
Wisconsin,2011,5709843,14268,138,1190,,4600,8340,139912,27167,104472,8273
Wisconsin,2012,5724554,16254,169,1228,,4692,10165,140780,27931,104619,8230
Wisconsin,2013,5742953,16118,163,1308,1836.0,4834,9285,125694,24358,93946,7390
Wisconsin,2014,5757564,16714,165,1168,1674.0,5066,9809,120238,21216,89103,9919
Wyoming,1960,330066,362,16,23,,176,147,5989,990,4620,379
Wyoming,1961,338000,288,11,12,,121,144,6358,1226,4747,385
Wyoming,1962,365000,156,12,28,,51,65,5711,1038,4177,496
Wyoming,1963,337000,213,12,21,,72,108,6081,1163,4457,461
Wyoming,1964,343000,285,19,35,,46,185,6272,1301,4562,409
Wyoming,1965,340000,257,10,39,,61,147,6450,1235,4752,463
Wyoming,1966,329000,273,16,40,,69,148,7016,1263,5257,496
Wyoming,1967,315000,294,15,23,,43,213,7304,1594,5159,551
Wyoming,1968,315000,278,20,28,,39,191,7754,1717,5606,431
Wyoming,1969,320000,286,33,37,,51,165,8359,1808,5984,567
Wyoming,1970,332416,376,19,41,,73,243,9504,2147,6810,547
Wyoming,1971,340000,532,18,47,,68,399,9044,1993,6433,618
Wyoming,1972,345000,511,14,48,,117,332,9950,2057,7190,703
Wyoming,1973,353000,763,24,55,,116,568,11285,2470,8058,757
Wyoming,1974,359000,519,18,55,,153,293,12586,2970,8846,770
Wyoming,1975,374000,764,38,64,,185,477,14779,3229,10512,1038
Wyoming,1976,390000,851,27,97,,114,613,14652,2982,10726,944
Wyoming,1977,406000,978,22,89,,161,706,15695,3295,11255,1145
Wyoming,1978,424000,1189,30,100,,204,855,17868,3545,12871,1452
Wyoming,1979,450000,1579,41,124,,190,1224,20129,3887,14607,1635
Wyoming,1980,468954,1841,29,134,,208,1470,21543,4238,15686,1619
Wyoming,1981,492000,2116,27,174,,206,1709,23133,4728,16972,1433
Wyoming,1982,502000,1527,46,136,,172,1173,22589,4432,16903,1254
Wyoming,1983,514000,1219,30,110,,153,926,19412,3626,14932,854
Wyoming,1984,511000,1237,17,107,,118,995,17582,3279,13518,785
Wyoming,1985,509000,1307,22,114,,102,1069,19130,3515,14732,883
Wyoming,1986,507000,1486,27,111,,114,1234,20605,4144,15606,855
Wyoming,1987,490000,1387,10,154,,98,1125,18366,3516,14171,679
Wyoming,1988,471000,1479,12,113,,71,1283,17206,3103,13432,671
Wyoming,1989,475000,1227,21,134,,81,991,17246,3001,13593,652
Wyoming,1990,453588,1367,22,134,,72,1139,17732,2862,14194,676
Wyoming,1991,460000,1427,15,119,,79,1214,18762,3184,14867,711
Wyoming,1992,466000,1489,17,163,,84,1225,19831,3127,16003,701
Wyoming,1993,470000,1345,16,161,,81,1087,18221,3023,14470,728
Wyoming,1994,476000,1297,16,160,,79,1042,19122,3097,15254,771
Wyoming,1995,480000,1220,10,165,,86,959,19517,2938,15774,805
Wyoming,1996,481000,1201,16,140,,98,947,19261,3184,15408,669
Wyoming,1997,480000,1225,17,137,,85,986,18843,2998,15198,647
Wyoming,1998,481000,1191,23,133,,78,957,17124,2696,13759,669
Wyoming,1999,479602,1115,11,137,,74,893,15468,2349,12523,596
Wyoming,2000,493782,1316,12,160,,70,1074,14969,2078,12318,573
Wyoming,2001,493754,1272,9,153,,84,1026,16120,2481,12943,696
Wyoming,2002,498830,1364,15,148,,93,1108,16494,2448,13303,743
Wyoming,2003,502111,1314,14,136,,84,1080,16648,2611,13239,798
Wyoming,2004,505887,1163,11,112,,67,973,16889,2738,13352,799
Wyoming,2005,508798,1172,14,122,,78,958,16070,2426,12905,739
Wyoming,2006,515004,1307,13,151,,72,1071,15381,2322,12255,804
Wyoming,2007,522830,1344,21,172,,84,1067,15053,2365,11875,813
Wyoming,2008,532668,1330,12,185,,87,1046,14515,2198,11584,733
Wyoming,2009,544270,1196,11,172,,78,935,14243,2176,11310,757
Wyoming,2010,564554,1117,8,162,,77,870,13869,2151,11126,592
Wyoming,2011,567356,1245,18,146,,71,1010,12878,1864,10493,521
Wyoming,2012,576626,1161,14,154,,61,932,13222,2125,10513,584
Wyoming,2013,583223,1212,17,144,204.0,74,917,12809,1956,10275,578
Wyoming,2014,584153,1142,16,126,174.0,53,899,11477,1689,9185,603
United States-Total,1960,179323175,288460,9110,17190,,107840,154320,3095700,912100,1855400,328200
United States-Total,1961,182992000,289390,8740,17220,,106670,156760,3198600,949600,1913000,336000
United States-Total,1962,185771000,301510,8530,17550,,110860,164570,3450700,994300,2089600,366800
United States-Total,1963,188483000,316970,8640,17650,,116470,174210,3792500,1086400,2297800,408300
United States-Total,1964,191141000,364220,9360,21420,,130390,203050,4200400,1213200,2514400,472800
United States-Total,1965,193526000,387390,9960,23410,,138690,215330,4352000,1282500,2572600,496900
United States-Total,1966,195576000,430180,11040,25820,,157990,235330,4793300,1410100,2822000,561200
United States-Total,1967,197457000,499930,12240,27620,,202910,257160,5403500,1632100,3111600,659800
United States-Total,1968,199399000,595010,13800,31670,,262840,286700,6125200,1858900,3482700,783600
United States-Total,1969,201385000,661870,14760,37170,,298850,311090,6749000,1981900,3888600,878500
United States-Total,1970,203235298,738820,16000,37990,,349860,334970,7359200,2205000,4225800,928400
United States-Total,1971,206212000,816500,17780,42260,,387700,368760,7771700,2399300,4424200,948200
United States-Total,1972,208230000,834900,18670,46850,,376290,393090,7413900,2375500,4151200,887200
United States-Total,1973,209851000,875910,19640,51400,,384220,420650,7842200,2565500,4347900,928800
United States-Total,1974,211392000,974720,20710,55400,,442400,456210,9278700,3039200,5262500,977100
United States-Total,1975,213124000,1039710,20510,56090,,470500,492620,10252700,3265300,5977700,1009600
United States-Total,1976,214659000,1004210,18780,57080,,427810,500530,10345500,3108700,6270800,966000
United States-Total,1977,216332000,1029580,19120,63500,,412610,534350,9955000,3071500,5905700,977700
United States-Total,1978,218059000,1085550,19560,67610,,426930,571460,10123400,3128300,5991000,1004100
United States-Total,1979,220099000,1208030,21460,76390,,480700,629480,11041500,3327700,6601000,1112800
United States-Total,1980,225349264,1344520,23040,82990,,565840,672650,12063700,3795200,7136900,1131700
United States-Total,1981,229465714,1361820,22520,82500,,592910,663900,12061900,3779700,7194400,1087800
United States-Total,1982,231664458,1322390,21010,78770,,553130,669480,11652000,3447100,7142500,1062400
United States-Total,1983,233791994,1258087,19308,78918,,506567,653294,10850543,3129851,6712759,1007933
United States-Total,1984,235824902,1273282,18692,84233,,485008,685349,10608473,2984434,6591874,1032165
United States-Total,1985,237923795,1327767,18976,87671,,497874,723246,11102590,3073348,6926380,1102862
United States-Total,1986,240132887,1489169,20613,91459,,542775,834322,11722700,3241410,7257153,1224137
United States-Total,1987,242288918,1483999,20096,91111,,517704,855088,12024709,3236184,7499851,1288674
United States-Total,1988,244498982,1566221,20675,92486,,542968,910092,12356865,3218077,7705872,1432916
United States-Total,1989,246819230,1646037,21500,94504,,578326,951707,12605412,3168170,7872442,1564800
United States-Total,1990,249464396,1820127,23438,102555,,639271,1054863,12655486,3073909,7945670,1635907
United States-Total,1991,252153092,1911767,24703,106593,,687732,1092739,12961116,3157150,8142228,1661738
United States-Total,1992,255029699,1932274,23760,109062,,672478,1126974,12505917,2979884,7915199,1610834
United States-Total,1993,257782608,1926017,24526,106014,,659870,1135607,12218777,2834808,7820909,1563060
United States-Total,1994,260327021,1857670,23326,102216,,618949,1113179,12131873,2712774,7879812,1539287
United States-Total,1995,262803276,1798792,21606,97470,,580509,1099207,12063935,2593784,7997710,1472441
United States-Total,1996,265228572,1688540,19645,96252,,535594,1037049,11805323,2506400,7904685,1394238
United States-Total,1997,267783607,1636096,18208,96153,,498534,1023201,11558475,2460526,7743760,1354189
United States-Total,1998,270248003,1533887,16974,93144,,447186,976583,10951827,2332735,7376311,1242781
United States-Total,1999,272690813,1426044,15522,89411,,409371,911740,10208334,2100739,6955520,1152075
United States-Total,2000,281421906,1425486,15586,90178,,408016,911706,10182584,2050992,6971590,1160002
United States-Total,2001,285317559,1439480,16037,90863,,423557,909023,10437189,2116531,7092267,1228391
United States-Total,2002,287973924,1423677,16229,95235,,420806,891407,10455277,2151252,7057379,1246646
United States-Total,2003,290788976,1383676,16528,93883,,414235,859030,10442862,2154834,7026802,1261226
United States-Total,2004,293656842,1360088,16148,95089,,401470,847381,10319386,2144446,6937089,1237851
United States-Total,2005,296507061,1390745,16740,94347,,417438,862220,10174754,2155448,6783447,1235859
United States-Total,2006,299398484,1435123,17309,94472,,449246,874096,10019601,2194993,6626363,1198245
United States-Total,2007,301621157,1422970,17128,92160,,447324,866358,9882212,2190198,6591542,1100472
United States-Total,2008,304059724,1394461,16465,90750,,443563,843683,9774152,2228887,6586206,959059
United States-Total,2009,307006550,1325896,15399,89241,,408742,812514,9337060,2203313,6338095,795652
United States-Total,2010,309330219,1251248,14722,85593,,369089,781844,9112625,2168459,6204601,739565
United States-Total,2011,311587816,1206031,14661,84175,,354772,752423,9052743,2185140,6151095,716508
United States-Total,2012,313873685,1217067,14866,85141,,355051,762009,9001992,2109932,6168874,723186
