State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape,Revised rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
South Carolina,1997,3760000,37235,314,1837,,6624,28460,193402,46322,131325,15755
South Carolina,1998,3836000,34647,306,1753,,5943,26645,186960,44600,126412,15948
South Carolina,1999,3885736,32920,258,1587,,5760,25315,173987,39630,119912,14445
South Carolina,2000,4012012,33225,291,1660,,6220,25054,181290,40319,125385,15586
South Carolina,2001,4062125,33114,330,1769,,5987,25028,186054,42611,126742,16701
South Carolina,2002,4103770,33761,298,1959,,5774,25730,183808,43745,123196,16867
South Carolina,2003,4148744,33455,303,1952,,5801,25399,187592,43993,127809,15790
South Carolina,2004,4197892,33160,286,1772,,5468,25634,190456,43739,130991,15726
South Carolina,2005,4246933,32590,314,1862,,5657,24757,185606,42741,126489,16376
South Carolina,2006,4321249,33322,362,1834,,5902,25224,184712,42952,125075,16685
South Carolina,2007,4407709,34630,364,1773,,6354,26139,189304,45398,126802,17104
South Carolina,2008,4479800,32746,307,1686,,6595,24158,189950,45964,126316,17670
South Carolina,2009,4561242,30799,305,1663,,5753,23078,178310,45443,119250,13617
South Carolina,2010,4637106,27923,265,1551,,5017,21090,181098,46261,121544,13293
South Carolina,2011,4673348,27894,320,1678,,4631,21265,183243,47351,122255,13637
South Carolina,2012,4723417,26474,332,1712,,4511,19919,181049,45222,122340,13487
South Carolina,2013,4771929,24263,305,1739,2233.0,3965,17760,173261,40930,119730,12601
South Carolina,2014,4832482,24052,311,1480,2068.0,3997,17676,167217,36721,117594,12902
South Dakota,1960,680514,282,14,37,,62,169,7639,1687,5363,589
South Dakota,1961,690000,245,12,42,,61,130,7612,1655,5323,634
South Dakota,1962,721000,279,24,42,,62,151,7680,1843,5160,677
South Dakota,1963,737000,278,9,39,,78,152,7952,1818,5458,676
South Dakota,1964,715000,408,9,39,,59,301,8310,1870,5837,603
South Dakota,1965,703000,415,11,48,,65,291,8553,1858,6177,518
South Dakota,1966,682000,568,10,61,,68,429,9757,2175,6964,618
South Dakota,1967,674000,586,25,56,,87,418,9906,2302,7037,567
South Dakota,1968,657000,563,25,67,,127,344,10955,2826,7449,680
South Dakota,1969,659000,510,13,73,,85,339,11562,2801,8063,698
South Dakota,1970,666257,616,25,74,,114,403,13066,3140,9302,624
South Dakota,1971,670000,644,8,66,,122,448,13153,3037,9558,558
South Dakota,1972,679000,756,8,77,,106,565,13690,3210,9751,729
South Dakota,1973,685000,869,26,88,,169,586,14035,3416,9631,988
South Dakota,1974,682000,1234,14,73,,139,1008,16981,4072,11835,1074
South Dakota,1975,683000,1402,25,113,,212,1052,17305,4561,11597,1147
South Dakota,1976,686000,1277,12,105,,159,1001,16836,4256,11554,1026
South Dakota,1977,689000,1303,14,93,,123,1073,16690,3931,11743,1016
South Dakota,1978,690000,1128,13,75,,110,930,17428,4138,12186,1104
South Dakota,1979,689000,1096,14,113,,140,829,19297,4316,13782,1199
South Dakota,1980,688217,873,5,86,,138,644,21447,4766,15521,1160
South Dakota,1981,685000,718,12,79,,122,505,19922,4348,14587,987
South Dakota,1982,691000,684,19,79,,118,468,17592,3885,12889,818
South Dakota,1983,700000,840,15,119,,111,595,16993,3820,12453,720
South Dakota,1984,706000,1041,13,190,,105,733,17403,3529,13102,772
South Dakota,1985,708000,967,13,168,,121,665,17730,3867,13142,721
South Dakota,1986,708000,883,28,125,,115,615,18346,3919,13728,699
South Dakota,1987,709000,849,13,146,,87,603,18138,3787,13673,678
South Dakota,1988,715000,813,22,192,,87,512,17641,3703,13255,683
South Dakota,1989,715000,969,9,229,,84,647,18230,3394,14057,779
South Dakota,1990,696004,1133,14,239,,86,794,19116,3671,14678,767
South Dakota,1991,703000,1281,12,279,,132,858,20366,4146,15412,808
South Dakota,1992,711000,1383,4,368,,120,891,19939,3849,15371,719
South Dakota,1993,715000,1490,24,318,,107,1041,19661,3927,14915,819
South Dakota,1994,721000,1641,10,303,,135,1193,20726,3938,15916,872
South Dakota,1995,729000,1513,13,299,,189,1012,20799,3942,15976,881
South Dakota,1996,732000,1297,9,300,,138,850,20443,4077,15532,834
South Dakota,1997,738000,1457,10,357,,172,918,22491,4088,17545,858
South Dakota,1998,738000,1139,10,258,,149,722,18227,3458,14006,763
South Dakota,1999,733133,1227,18,336,,103,770,18159,3255,14043,861
South Dakota,2000,754844,1259,7,305,,131,816,16252,2896,12558,798
South Dakota,2001,758324,1171,7,351,,103,710,16473,3087,12571,815
South Dakota,2002,760437,1350,11,361,,117,861,15992,3034,12139,819
South Dakota,2003,764905,1329,10,356,,104,859,15324,2878,11572,874
South Dakota,2004,770621,1319,17,336,,112,854,14885,3148,10890,847
South Dakota,2005,774883,1387,18,377,,145,847,13694,2505,10350,839
South Dakota,2006,781919,2071,30,465,,158,1418,13812,3024,9954,834
South Dakota,2007,796214,1926,31,433,,118,1344,13829,2647,10398,784
South Dakota,2008,804194,2227,37,562,,134,1494,13867,2683,10266,918
South Dakota,2009,812383,1777,30,501,,117,1129,14378,2621,10891,866
South Dakota,2010,816598,2196,23,385,,154,1634,15188,3192,11196,800
South Dakota,2011,823593,2105,20,503,,167,1415,15299,2927,11423,949
South Dakota,2012,834047,2701,23,600,,157,1921,17326,3280,12973,1073
South Dakota,2013,845510,2733,18,454,507.0,156,2052,16274,3383,11955,936
South Dakota,2014,853175,2786,20,413,470.0,200,2096,15902,2818,12077,1007
Tennessee,1960,3567089,3250,302,194,,961,1793,41000,16505,20162,4333
Tennessee,1961,3615000,3910,290,242,,1100,2278,41967,16702,20234,5031
Tennessee,1962,3634000,3767,220,241,,1266,2040,46567,16772,24049,5746
Tennessee,1963,3694000,3777,239,247,,1048,2243,50681,19056,25503,6122
Tennessee,1964,3798000,4505,225,336,,1148,2796,55183,21321,27186,6676
Tennessee,1965,3845000,5333,307,425,,1100,3501,52840,20107,26325,6408
Tennessee,1966,3883000,6145,304,421,,1337,4083,64405,23394,33513,7498
Tennessee,1967,3892000,8111,347,486,,2199,5079,73916,27703,36750,9463
Tennessee,1968,3976000,8766,345,460,,2830,5131,77699,28616,38450,10633
Tennessee,1969,3985000,9235,382,505,,2996,5352,78600,28492,38885,11223
Tennessee,1970,3924164,10787,346,607,,3218,6616,83220,31656,40211,11353
Tennessee,1971,3990000,12520,496,721,,3452,7851,91746,35964,43671,12111
Tennessee,1972,4031000,12858,455,802,,4076,7525,93814,36049,45637,12128
Tennessee,1973,4126000,14771,544,1108,,5383,7736,111488,41663,56206,13619
Tennessee,1974,4129000,15969,555,1062,,6490,7862,135116,55745,65055,14316
Tennessee,1975,4188000,16627,477,1095,,6987,8068,162223,57766,89184,15273
Tennessee,1976,4214000,16574,462,1072,,6215,8825,162874,55647,93493,13734
Tennessee,1977,4299000,16743,434,1276,,6266,8767,154025,64154,76371,13500
Tennessee,1978,4357000,16671,411,1335,,6639,8286,144121,52876,76948,14297
Tennessee,1979,4380000,18135,430,1511,,7277,8917,157651,56710,84850,16091
Tennessee,1980,4545590,20824,489,1700,,8208,10427,183632,68251,98876,16505
Tennessee,1981,4610000,19019,448,1735,,7916,8920,179737,63811,100526,15400
Tennessee,1982,4651000,19586,452,1651,,8173,9310,185692,59934,110316,15442
Tennessee,1983,4685000,18836,410,1682,,8094,8650,169110,56498,97785,14827
Tennessee,1984,4717000,21010,394,1887,,7867,10862,162462,53002,92176,17284
Tennessee,1985,4762000,22592,429,2027,,8614,11522,175827,55563,97159,23105
Tennessee,1986,4803000,25919,501,2256,,9978,13184,191861,63649,102103,26109
Tennessee,1987,4855000,25900,444,2133,,9409,13914,200616,65632,107459,27525
Tennessee,1988,4919000,26205,461,2201,,8537,15006,193647,60894,106052,26701
Tennessee,1989,4940000,27118,417,2270,,7926,16505,195854,59621,109908,26325
Tennessee,1990,4877185,32698,511,2415,,9325,20447,213648,61646,124127,27875
Tennessee,1991,4953000,35955,547,2299,,10543,22566,229856,67608,131855,30393
Tennessee,1992,5024000,37487,520,2377,,10964,23626,220534,63665,127934,28935
Tennessee,1993,5099000,39047,521,2544,,11224,24758,228117,60299,137683,30135
Tennessee,1994,5175000,38705,482,2545,,10735,24943,226247,59080,138173,28994
Tennessee,1995,5256000,40549,557,2477,,11732,25783,241315,60086,147143,34086
Tennessee,1996,5320000,41175,503,2475,,11902,26295,248729,61896,152405,34428
Tennessee,1997,5368000,42389,511,3056,,11487,27335,253484,62899,156843,33742
Tennessee,1998,5431000,38832,460,2485,,9667,26220,234588,58432,148057,28099
Tennessee,1999,5483535,38111,391,2415,,8598,26707,219302,51362,142685,25255
Tennessee,2000,5689283,40233,410,2186,,9465,28172,237985,56344,154111,27530
Tennessee,2001,5749398,42776,423,2196,,10219,29938,252992,59705,165015,28272
Tennessee,2002,5789796,41562,420,2290,,9413,29439,249399,61248,161610,26541
Tennessee,2003,5845208,40409,396,2129,,9413,28471,256565,63323,166769,26473
Tennessee,2004,5893298,41113,357,2282,,8863,29611,254991,60386,169828,24777
Tennessee,2005,5955745,45104,431,2194,,10009,32470,256093,61508,169357,25228
Tennessee,2006,6038803,46043,419,2194,,11143,32287,249860,63024,164183,22653
Tennessee,2007,6156719,46482,405,2201,,11033,32843,252342,61817,168807,21718
Tennessee,2008,6214888,44913,412,2078,,10804,31619,251089,65093,166793,19203
Tennessee,2009,6296254,41933,468,2019,,9653,29793,237157,63832,158309,15016
Tennessee,2010,6357436,38909,359,2173,,8361,28016,232855,64293,153729,14833
Tennessee,2011,6399787,38895,380,2095,,8082,28338,230900,62830,153928,14142
Tennessee,2012,6454914,41213,400,2047,,8151,30615,217925,56231,148731,12963
Tennessee,2013,6497269,38063,335,1904,2500.0,7333,27895,207683,51334,144443,11906
Tennessee,2014,6549352,39848,371,1861,2531.0,7265,29681,200447,46642,141206,12599
Texas,1960,9579677,15428,824,892,,3031,10681,196979,57589,123415,15975
Texas,1961,9788000,15441,788,932,,3042,10679,192869,56814,120707,15348
Texas,1962,10116000,15516,730,937,,3192,10657,201754,58017,126751,16986
Texas,1963,10323000,17511,760,1008,,3700,12043,214065,62867,133454,17744
Texas,1964,10397000,19769,785,1176,,4479,13329,240932,68170,151736,21026
Texas,1965,10551000,21029,793,1132,,4509,14595,251598,71636,159767,20195
Texas,1966,10752000,24382,983,1237,,5987,16175,284472,82651,176987,24834
Texas,1967,10869000,26749,1073,1428,,7558,16690,313415,89387,195275,28753
Texas,1968,10972000,29646,1163,1589,,9091,17803,351994,103095,214729,34170
Texas,1969,11187000,36707,1269,2153,,13045,20240,407135,122152,241732,43251
Texas,1970,11196000,40897,1299,2329,,15280,21989,426351,129866,251091,45394
Texas,1971,11460000,43089,1383,2701,,14220,24785,426779,135648,247653,43478
Texas,1972,11649000,41285,1440,2739,,14013,23093,414700,141613,233646,39441
Texas,1973,11794000,45458,1506,2976,,17056,23920,441106,150463,248538,42105
Texas,1974,12050000,47008,1652,3486,,19757,22113,529824,185928,297850,46046
Texas,1975,12237000,47803,1639,3430,,20076,22658,613872,203821,362665,47386
Texas,1976,12487000,44422,1519,3666,,17352,21885,637918,193280,400767,43871
Texas,1977,12830000,52309,1705,4338,,19552,26714,640141,205672,383451,51018
Texas,1978,13014000,56650,1853,4927,,21395,28475,666514,209770,398923,57821
Texas,1979,13385000,67988,2235,6043,,25667,34043,725109,239758,412515,72836
Texas,1980,14169829,77978,2392,6700,,29547,39339,792480,262600,450792,79088
Texas,1981,14755000,78560,2446,6821,,28528,40765,814163,275978,454879,83306
Texas,1982,15280000,88178,2466,6816,,33618,45278,874799,285967,501727,87105
Texas,1983,15724000,80546,2239,6333,,29769,42205,848312,262198,503582,82532
Texas,1984,15989000,80737,2093,7343,,28540,42761,883391,266074,529518,87799
Texas,1985,16370000,90030,2132,8364,,31680,47854,985265,289825,595912,99528
Texas,1986,16682000,109925,2258,8607,,40021,59039,1125897,341747,665029,119121
Texas,1987,16789000,105961,1959,8068,,38053,57881,1190558,355597,711594,123367
Texas,1988,16780000,109499,2022,8119,,39301,60057,1235870,361972,739642,134256
Texas,1989,16991000,111889,2029,7951,,37913,63996,1234977,342346,741660,150971
Texas,1990,16986510,129343,2389,8750,,44297,73907,1200151,314512,731224,154415
Texas,1991,17349000,145743,2652,9266,,49700,84125,1210784,312693,734261,163830
Texas,1992,17656000,142369,2239,9437,,44588,86105,1103779,268928,689780,145071
Texas,1993,18031000,137419,2147,9922,,40469,84881,1023612,233913,664862,124837
Texas,1994,18378000,129838,2022,9102,,37643,81071,949387,214687,623947,110753
Texas,1995,18724000,124303,1693,8563,,33667,80380,940033,202642,632468,104923
Texas,1996,19128000,123270,1477,8376,,32804,80613,968732,204390,659414,104928
Texas,1997,19439000,117126,1327,8011,,30522,77266,948231,201059,645451,101721
Texas,1998,19760000,111566,1346,7913,,28677,73630,898496,194883,606967,96646
Texas,1999,20044141,112306,1217,7614,,29405,74070,896261,190362,613862,92037
Texas,2000,20851820,113653,1238,7856,,30257,74302,919658,188975,637522,93161
Texas,2001,21370983,122155,1332,8169,,35348,77306,976654,204362,669625,102667
Texas,2002,21736925,126018,1302,8508,,37580,78628,1004274,212602,688992,102680
Texas,2003,22103374,122246,1422,8025,,37017,75782,1016735,219877,698644,98214
Texas,2004,22471549,121554,1364,8388,,35817,75985,1010702,220118,696507,94077
Texas,2005,22928508,121091,1407,8511,,35790,75383,990293,219828,677042,93423
Texas,2006,23507783,121602,1386,8429,,37256,74531,959846,215710,648711,95425
Texas,2007,23904380,122014,1419,8460,,38778,73357,985421,228320,663101,94000
Texas,2008,24326974,123585,1370,8055,,37739,76421,969865,230046,654435,85384
Texas,2009,24782302,121684,1330,8311,,38022,74021,995082,240058,678455,76569
Texas,2010,25253466,113231,1249,7622,,32843,71517,951246,228597,654626,68023
Texas,2011,25631778,104734,1130,7486,,28620,67498,892810,215755,613131,63924
Texas,2012,26060796,106475,1148,7715,,30385,67227,876459,205002,606425,65032
Texas,2013,26505637,108757,1140,7610,10456.0,31810,65351,862289,191062,605440,65787
Texas,2014,26956958,109414,1184,8236,11393.0,31181,65656,813934,169234,576154,68546
Utah,1960,890627,484,9,61,,185,229,22150,3655,17081,1414
Utah,1961,916000,451,16,62,,186,187,18759,3558,13575,1626
Utah,1962,967000,554,22,76,,217,239,22005,4170,15804,2031
Utah,1963,983000,598,24,77,,225,272,22919,4916,16177,1826
Utah,1964,992000,888,15,100,,263,510,24149,5233,16906,2010
Utah,1965,990000,886,15,88,,229,554,27959,6008,19887,2064
Utah,1966,1008000,1148,20,103,,368,657,32421,6952,22806,2663
Utah,1967,1024000,1194,28,74,,394,698,32029,7020,22702,2307
Utah,1968,1034000,1201,30,115,,348,708,35836,7665,25532,2639
Utah,1969,1045000,1460,26,147,,512,775,40632,8867,28654,3111
Utah,1970,1059273,1459,36,115,,563,745,43048,9692,30006,3350
Utah,1971,1099000,1689,30,161,,665,833,47610,10053,33949,3608
Utah,1972,1126000,2063,33,206,,701,1123,45301,10283,31891,3127
Utah,1973,1157000,2412,37,265,,724,1386,46727,11446,31796,3485
Utah,1974,1173000,2517,37,261,,889,1330,55549,13289,38391,3869
Utah,1975,1206000,2795,32,252,,953,1558,58863,14325,40673,3865
Utah,1976,1228000,2709,55,257,,852,1545,58418,13973,40548,3897
Utah,1977,1268000,3043,44,258,,873,1868,57195,14856,38098,4241
Utah,1978,1307000,3552,49,299,,869,2335,61522,15516,41642,4364
Utah,1979,1367000,4158,66,381,,1062,2649,70918,16115,50216,4587
Utah,1980,1458729,4425,55,404,,1170,2796,81357,19283,57354,4720
Utah,1981,1516000,4527,50,431,,1286,2760,82643,19326,58855,4462
Utah,1982,1554000,4440,53,369,,1344,2674,78451,17202,57341,3908
Utah,1983,1619000,4144,56,403,,1041,2644,78715,16446,58453,3816
Utah,1984,1652000,4035,47,336,,958,2694,74703,14176,56782,3745
Utah,1985,1645000,4398,50,381,,908,3059,83072,15511,63668,3893
Utah,1986,1665000,4441,53,421,,976,2991,86774,15233,67825,3716
Utah,1987,1680000,3861,55,365,,887,2554,90532,15975,71038,3519
Utah,1988,1691000,4110,47,399,,915,2749,90223,14898,71677,3648
Utah,1989,1707000,4417,45,489,,898,2985,92577,15311,73210,4056
Utah,1990,1722850,4892,52,651,,980,3209,92620,15172,73352,4096
Utah,1991,1770000,5077,52,808,,976,3241,94178,14872,75041,4265
Utah,1992,1813000,5267,54,823,,1014,3376,97322,16045,76964,4313
Utah,1993,1860000,5599,58,829,,1090,3622,91816,14708,72603,4505
Utah,1994,1908000,5810,56,806,,1213,3735,95332,15089,74554,5689
Utah,1995,1951000,6415,76,834,,1309,4196,112417,15623,89202,7592
Utah,1996,2000000,6638,63,836,,1377,4362,113079,16965,87542,8572
Utah,1997,2059000,6878,50,977,,1408,4443,116569,18335,89090,9144
Utah,1998,2100000,6599,65,875,,1385,4274,109025,17070,84255,7700
Utah,1999,2129836,5869,44,806,,1158,3861,100130,14592,78156,7382
Utah,2000,2233169,5711,43,863,,1242,3563,94247,14348,73438,6461
Utah,2001,2278712,5314,67,896,,1197,3154,90993,13804,70676,6513
Utah,2002,2318789,5488,47,943,,1140,3358,97641,15124,74795,7722
Utah,2003,2352119,5889,60,919,,1258,3652,100084,16961,75321,7802
Utah,2004,2420708,5647,46,967,,1236,3398,97762,15225,74889,7648
Utah,2005,2490334,5612,56,920,,1095,3541,95546,14971,72082,8493
Utah,2006,2550063,5771,51,891,,1242,3587,89572,14721,66480,8371
Utah,2007,2645330,6347,59,935,,1425,3928,93082,15594,68573,8915
Utah,2008,2736424,6165,41,915,,1421,3788,92373,14766,70299,7308
Utah,2009,2784572,5998,39,941,,1304,3714,91751,15258,69556,6937
Utah,2010,2775479,5925,53,983,,1269,3620,88316,15095,67242,5979
Utah,2011,2814347,5547,50,901,,1079,3517,84084,13170,64727,6187
Utah,2012,2854871,5939,52,975,,1105,3807,86284,13095,67157,6032
Utah,2013,2902787,6644,51,926,1522.0,1247,3824,88334,13727,67115,7492
Utah,2014,2942902,6346,67,945,1454.0,1312,3513,84711,11518,65895,7298
Vermont,1960,389881,37,1,9,,9,18,3181,944,1898,339
Vermont,1961,395000,79,6,36,,16,21,3147,1324,1489,334
Vermont,1962,390000,57,1,24,,18,14,3944,1461,2133,350
Vermont,1963,390000,92,2,33,,27,30,4242,1614,2167,461
Vermont,1964,409000,89,2,24,,13,50,3438,1064,1968,406
Vermont,1965,397000,89,2,26,,18,43,3803,1286,2128,389
Vermont,1966,405000,80,6,28,,16,30,4444,1733,2238,473
Vermont,1967,417000,86,13,18,,8,47,5009,2156,2332,521
Vermont,1968,422000,157,11,31,,26,89,4960,2093,2505,362
Vermont,1969,439000,234,11,40,,41,142,6664,2632,3536,496
Vermont,1970,444732,329,6,46,,34,243,8108,3249,4308,551
Vermont,1971,458000,333,5,52,,45,231,9195,3325,5233,637
Vermont,1972,462000,445,8,50,,49,338,9740,3411,5802,527
Vermont,1973,464000,327,10,52,,41,224,11264,3719,6913,632
Vermont,1974,470000,353,16,58,,65,214,13158,4791,7551,816
Vermont,1975,471000,448,10,69,,74,295,15948,5181,9948,819
Vermont,1976,476000,563,26,71,,85,381,14632,4868,8821,943
Vermont,1977,483000,722,7,77,,149,489,18424,6512,10631,1281
Vermont,1978,487000,810,16,71,,70,653,17728,6142,10543,1043
Vermont,1979,493000,908,7,113,,141,647,25217,7779,15776,1662
Vermont,1980,511299,914,11,149,,199,555,24592,7806,15278,1508
Vermont,1981,515000,659,22,170,,142,325,25404,8033,15860,1511
Vermont,1982,516000,655,12,180,,119,344,23555,6080,16160,1315
Vermont,1983,525000,696,19,214,,146,317,21001,5724,14296,981
Vermont,1984,530000,769,12,105,,122,530,20261,5387,14054,820
Vermont,1985,535000,790,18,103,,112,557,20011,5210,13924,877
Vermont,1986,541000,807,11,118,,120,558,20708,5135,14593,980
Vermont,1987,548000,748,15,123,,92,518,22658,6085,15485,1088
Vermont,1988,556000,791,11,128,,89,563,22786,6098,15591,1097
Vermont,1989,567000,753,11,131,,102,509,22429,5835,15466,1128
Vermont,1990,562758,716,13,146,,66,491,23713,6119,16424,1170
Vermont,1991,567000,662,12,173,,67,410,21764,5784,15161,819
Vermont,1992,570000,624,12,142,,51,419,18813,4706,13507,600
Vermont,1993,576000,658,21,229,,52,356,22223,5036,16423,764
Vermont,1994,580000,562,6,160,,71,325,18290,4274,13154,862
Vermont,1995,585000,692,13,165,,64,450,19395,4451,14150,794
Vermont,1996,589000,714,11,159,,91,453,16973,3964,12124,885
Vermont,1997,589000,705,9,156,,79,461,15953,3611,11542,800
Vermont,1998,591000,628,13,163,,56,396,17924,3966,13084,874
Vermont,1999,593740,676,17,136,,65,458,16059,3537,11610,912
Vermont,2000,608827,691,9,140,,117,425,17494,3501,13184,809
Vermont,2001,612978,644,7,107,,107,423,16334,3150,12426,758
Vermont,2002,616408,658,13,126,,77,442,14942,3489,10684,769
Vermont,2003,619343,707,15,126,,62,504,13803,3017,10132,654
Vermont,2004,621233,713,16,160,,78,459,14559,3435,10537,587
Vermont,2005,622387,782,8,153,,76,545,14749,3185,10894,670
Vermont,2006,623908,905,14,173,,114,604,14920,3443,10857,620
Vermont,2007,621254,802,13,128,,79,582,14702,3200,10853,649
Vermont,2008,621270,854,17,133,,93,611,15903,3515,11802,586
Vermont,2009,621760,837,8,132,,111,586,15010,3471,11090,449
Vermont,2010,625909,820,7,141,,76,596,14160,3348,10373,439
Vermont,2011,626592,925,11,146,,99,669,15086,3838,10720,528
Vermont,2012,625953,891,8,131,,114,638,15653,4179,11014,460
Vermont,2013,626855,775,10,113,136.0,75,554,13882,3352,10193,337
Vermont,2014,626562,622,10,99,110.0,70,432,9551,2034,7273,244
Virginia,1960,3966949,7286,487,319,,1042,5438,58282,15594,37660,5028
Virginia,1961,4059000,7555,349,414,,1065,5727,64296,17201,41626,5469
Virginia,1962,4177000,7720,362,342,,1070,5946,65949,18034,42551,5364
Virginia,1963,4331000,8259,307,415,,1267,6270,72678,19536,47339,5803
Virginia,1964,4378000,10561,367,506,,1517,8171,85191,23553,54711,6927
Virginia,1965,4457000,10145,365,536,,1780,7464,87876,24454,55751,7671
Virginia,1966,4507000,10399,364,540,,2006,7489,94556,27968,57336,9252
Virginia,1967,4536000,10328,411,601,,2397,6919,108456,32709,64808,10939
Virginia,1968,4597000,12821,473,716,,3027,8605,119920,36153,71708,12059
Virginia,1969,4669000,12433,341,766,,3782,7544,128014,35496,78912,13606
Virginia,1970,4648494,14040,483,796,,4437,8324,156346,42514,99239,14593
Virginia,1971,4714000,15384,475,1006,,5033,8870,155902,43376,97888,14638
Virginia,1972,4764000,16483,561,1034,,5408,9480,144845,42729,88711,13405
Virginia,1973,4811000,16007,503,1104,,5044,9356,155150,45106,96428,13616
Virginia,1974,4908000,17514,522,1269,,6253,9470,188030,55997,118251,13782
Virginia,1975,4967000,18917,570,1194,,6878,10275,206904,57901,135634,13369
Virginia,1976,5032000,15485,476,1115,,5444,8450,196016,51279,133360,11377
Virginia,1977,5135000,14893,460,1199,,4727,8507,191743,50640,129464,11639
Virginia,1978,5148000,14743,452,1168,,5000,8123,194934,51006,132140,11788
Virginia,1979,5197000,15642,447,1407,,5799,7989,211014,56265,141923,12826
Virginia,1980,5323412,16355,459,1458,,6392,8046,229587,64020,153437,12130
Virginia,1981,5426000,17456,464,1478,,7229,8285,235984,63350,161678,10956
Virginia,1982,5491000,16970,405,1366,,6708,8491,216713,53457,153148,10108
Virginia,1983,5550000,16236,387,1370,,6132,8347,203632,51055,142714,9863
Virginia,1984,5636000,16660,434,1503,,5765,8958,196581,47436,138808,10337
Virginia,1985,5706000,16813,405,1551,,5720,9137,198821,44797,142800,11224
Virginia,1986,5787000,17708,411,1533,,6118,9646,205658,47021,145935,12702
Virginia,1987,5904000,17414,437,1537,,6244,9196,216354,47642,153690,15022
Virginia,1988,5996000,17940,468,1622,,6748,9102,232496,49069,165343,18084
Virginia,1989,6098000,19057,480,1638,,6494,10445,237757,46156,172645,18956
Virginia,1990,6187358,21694,545,1915,,7626,11608,253063,45236,187564,20263
Virginia,1991,6286000,23459,583,1879,,8651,12346,266160,49224,195652,21284
Virginia,1992,6377000,23907,564,2008,,8787,12548,250211,45217,185506,19488
Virginia,1993,6491000,24160,539,2083,,9216,12322,242975,43338,181104,18533
Virginia,1994,6552000,23437,571,1868,,8704,12294,241763,41855,181619,18289
Virginia,1995,6618000,23921,503,1799,,8718,12901,240084,39388,181333,19363
Virginia,1996,6675000,22782,500,1783,,8181,12318,242100,39255,184237,18608
Virginia,1997,6734000,23249,488,1819,,8384,12558,237773,38475,180406,18892
Virginia,1998,6791000,22115,422,1810,,7171,12712,226461,38094,170012,18355
Virginia,1999,6872912,21626,392,1720,,6947,12567,210260,32411,159896,17953
Virginia,2000,7078515,19943,401,1616,,6295,11631,194405,30434,146158,17813
Virginia,2001,7196750,20939,364,1770,,6860,11945,207506,31604,157060,18842
Virginia,2002,7287829,21256,388,1839,,6961,12068,207783,31757,157548,18478
Virginia,2003,7365284,20490,416,1807,,6713,11554,200449,29105,153367,17977
Virginia,2004,7481332,20608,390,1816,,6899,11503,200368,28759,154154,17455
Virginia,2005,7564327,21434,458,1763,,7495,11718,200404,29829,154584,15991
Virginia,2006,7642884,21683,403,1829,,7779,11672,190257,32166,143292,14799
Virginia,2007,7712091,21035,415,1793,,7696,11131,191763,32028,145634,14101
Virginia,2008,7769089,20031,370,1794,,7470,10397,196726,32188,151191,13347
Virginia,2009,7882590,18195,370,1572,,6342,9911,194020,31956,150374,11690
Virginia,2010,8023953,17184,376,1580,,5678,9550,187403,30804,145990,10609
Virginia,2011,8104384,16014,304,1591,,5425,8694,182902,30656,142476,9770
Virginia,2012,8186628,15676,322,1505,,4718,9131,178434,29651,139654,9129
Virginia,2013,8270345,16355,320,1476,2350.0,4574,9111,171558,26717,136215,8626
Virginia,2014,8326289,16340,338,1432,2310.0,4292,9400,160720,23122,129933,7665
Washington,1960,2853214,1616,61,166,,886,503,62072,13908,43657,4507
Washington,1961,2902000,1687,63,180,,902,542,63065,13694,44450,4921
Washington,1962,3006000,1913,74,189,,912,738,68238,14695,48212,5331
Washington,1963,3050000,2034,76,196,,914,848,71051,16134,49490,5427
Washington,1964,2984000,2761,72,229,,850,1610,78676,17914,55011,5751
Washington,1965,2990000,3081,67,304,,905,1805,78286,18271,54290,5725
Washington,1966,2980000,3673,75,346,,1094,2158,88684,19958,61563,7163
Washington,1967,3087000,4754,96,387,,1686,2585,110599,25859,76049,8691
Washington,1968,3276000,6970,118,561,,3223,3068,122922,33399,79790,9733
Washington,1969,3402000,8243,124,660,,3844,3615,149468,44106,92411,12951
Washington,1970,3409169,7546,120,613,,3189,3624,158858,49244,97279,12335
Washington,1971,3449000,8155,130,612,,3219,4194,160359,48038,100447,11874
Washington,1972,3443000,8627,146,749,,3016,4716,153305,47563,94336,11406
Washington,1973,3429000,9309,137,897,,3302,4973,165225,52819,99522,12884
Washington,1974,3476000,12036,179,1008,,4015,6834,196839,61611,121132,14096
Washington,1975,3544000,13851,202,1160,,4395,8094,203783,61065,129060,13658
Washington,1976,3612000,14036,154,1238,,4317,8327,195244,59324,123324,12596
Washington,1977,3658000,13714,159,1447,,3886,8222,195807,58732,123894,13181
Washington,1978,3774000,15296,175,1556,,4719,8846,215506,66672,133931,14903
Washington,1979,3926000,17064,187,1821,,4739,10317,239285,70024,152204,17057
Washington,1980,4113331,19098,225,2169,,5558,11146,265338,76598,172468,16272
Washington,1981,4212000,18839,213,2115,,5475,11036,265135,79696,171994,13445
Washington,1982,4245000,17251,185,1947,,5003,10116,249429,71322,166188,11919
Washington,1983,4300000,15986,212,1923,,4533,9318,245357,70526,163953,10878
Washington,1984,4349000,17676,202,2176,,5247,10051,247687,74021,162905,10761
